ean,item_cd,category,product_type,name_en,name_local,size_us,color,price_usd,price_local,currency,locale,fixture,depth,handle,image,n_images
3583784226042,4272520,apparel,Jacket,Quechua Men's NH500 Waterproof Winter Jacket,Quechua Men's NH500 Waterproof Winter Jacket,M,Black,99.99,99.99,USD,en-US,GB-R4-U2,16,mens-hiking-waterproof-winter-jacket-sh500-14-f-331992,https://cdn.shopify.com/s/files/1/1330/6287/files/8641932-product_image-p2294311.jpg?v=1718730856,7
3583784226059,4272521,apparel,Jacket,Quechua Men's NH500 Waterproof Winter Jacket,Quechua Men's NH500 Waterproof Winter Jacket,S,Black,99.99,99.99,USD,en-US,GB-R4-U3,14,mens-hiking-waterproof-winter-jacket-sh500-14-f-331992,https://cdn.shopify.com/s/files/1/1330/6287/files/8641932-product_image-p2294311.jpg?v=1718730856,7
3583784226066,4272522,apparel,Jacket,Quechua Men's NH500 Waterproof Winter Jacket,Quechua Men's NH500 Waterproof Winter Jacket,XL,Black,99.99,99.99,USD,en-US,GB-R4-U4,18,mens-hiking-waterproof-winter-jacket-sh500-14-f-331992,https://cdn.shopify.com/s/files/1/1330/6287/files/8641932-product_image-p2294311.jpg?v=1718730856,7
3583784226509,4557089,apparel,Parka,Quechua Men's NH900 Winter Waterproof Hiking Parka,Quechua Men's NH900 Winter Waterproof Hiking Parka,2XL,Black,229.00,229.0,USD,en-US,GB-R4-U5,17,quechua-mens-sh900-waterproof-parka-340345,https://cdn.shopify.com/s/files/1/1330/6287/files/8755599-product_image-p2294228.jpg?v=1718730987,14
3583784226516,4557090,apparel,Parka,Quechua Men's NH900 Winter Waterproof Hiking Parka,Quechua Men's NH900 Winter Waterproof Hiking Parka,3XL,Black,229.00,229.0,USD,en-US,GB-R4-U6,17,quechua-mens-sh900-waterproof-parka-340345,https://cdn.shopify.com/s/files/1/1330/6287/files/8755599-product_image-p2294228.jpg?v=1718730987,14
3583784227889,4361619,accessories,Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,XS,Steel Blue,29.99,29.99,USD,en-US,GB-R5-U6,21,simond-forclaz-adult-mt500-touchscreen-stretch-backpacking-gloves-335330,https://cdn.shopify.com/s/files/1/1330/6287/files/8655827-product_image-p2264339.jpg?v=1741885642,25
3583784227896,4361620,accessories,Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,S,Steel Blue,29.99,29.99,USD,en-US,GB-R5-U7,20,simond-forclaz-adult-mt500-touchscreen-stretch-backpacking-gloves-335330,https://cdn.shopify.com/s/files/1/1330/6287/files/8655827-product_image-p2264339.jpg?v=1741885642,25
3583784229111,4361602,accessories,Gloves,Forclaz MT500 Backpacking Gloves,Forclaz MT500 Backpacking Gloves,XS,Black,29.99,29.99,USD,en-US,ACC-01,17,forclaz-mt500-trekking-gloves-335238,https://cdn.shopify.com/s/files/1/1330/6287/files/8655824-product_image-p2572881.jpg?v=1719489649,11
3583784229128,4361603,accessories,Gloves,Forclaz MT500 Backpacking Gloves,Forclaz MT500 Backpacking Gloves,S,Black,29.99,29.99,USD,en-US,ACC-02,24,forclaz-mt500-trekking-gloves-335238,https://cdn.shopify.com/s/files/1/1330/6287/files/8655824-product_image-p2572881.jpg?v=1719489649,11
3583784229135,4361604,accessories,Gloves,Forclaz MT500 Backpacking Gloves,Forclaz MT500 Backpacking Gloves,M,Black,29.99,29.99,USD,en-US,ACC-03,22,forclaz-mt500-trekking-gloves-335238,https://cdn.shopify.com/s/files/1/1330/6287/files/8655824-product_image-p2572881.jpg?v=1719489649,11
3583784229142,4361605,accessories,Gloves,Forclaz MT500 Backpacking Gloves,Forclaz MT500 Backpacking Gloves,L,Black,29.99,29.99,USD,en-US,ACC-04,14,forclaz-mt500-trekking-gloves-335238,https://cdn.shopify.com/s/files/1/1330/6287/files/8655824-product_image-p2572881.jpg?v=1719489649,11
3583784229159,4361606,accessories,Gloves,Forclaz MT500 Backpacking Gloves,Forclaz MT500 Backpacking Gloves,XL,Black,29.99,29.99,USD,en-US,CO-IR,13,forclaz-mt500-trekking-gloves-335238,https://cdn.shopify.com/s/files/1/1330/6287/files/8655824-product_image-p2572881.jpg?v=1719489649,11
3583784229166,4361607,accessories,Gloves,Forclaz MT500 Backpacking Gloves,Forclaz MT500 Backpacking Gloves,2XL,Black,29.99,29.99,USD,en-US,GB-R5-U1,20,forclaz-mt500-trekking-gloves-335238,https://cdn.shopify.com/s/files/1/1330/6287/files/8655824-product_image-p2572881.jpg?v=1719489649,11
3583784229173,4361608,accessories,Gloves,Forclaz MT500 Backpacking Gloves,Forclaz MT500 Backpacking Gloves,3XL,Black,29.99,29.99,USD,en-US,GB-R5-U2,23,forclaz-mt500-trekking-gloves-335238,https://cdn.shopify.com/s/files/1/1330/6287/files/8655824-product_image-p2572881.jpg?v=1719489649,11
3583784230551,4361627,accessories,Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,XS,Bronze Khaki Green,29.99,29.99,USD,en-US,GB-R5-U3,23,simond-forclaz-adult-mt500-touchscreen-stretch-backpacking-gloves-335330,https://cdn.shopify.com/s/files/1/1330/6287/files/8655827-product_image-p2264339.jpg?v=1741885642,25
3583784230568,4361628,accessories,Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,S,Bronze Khaki Green,29.99,29.99,USD,en-US,GB-R5-U4,13,simond-forclaz-adult-mt500-touchscreen-stretch-backpacking-gloves-335330,https://cdn.shopify.com/s/files/1/1330/6287/files/8655827-product_image-p2264339.jpg?v=1741885642,25
3583784230575,4361629,accessories,Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,M,Bronze Khaki Green,29.99,29.99,USD,en-US,GB-R5-U5,12,simond-forclaz-adult-mt500-touchscreen-stretch-backpacking-gloves-335330,https://cdn.shopify.com/s/files/1/1330/6287/files/8655827-product_image-p2264339.jpg?v=1741885642,25
3583784230582,4361630,accessories,Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,L,Bronze Khaki Green,29.99,29.99,USD,en-US,GB-R5-U6,15,simond-forclaz-adult-mt500-touchscreen-stretch-backpacking-gloves-335330,https://cdn.shopify.com/s/files/1/1330/6287/files/8655827-product_image-p2264339.jpg?v=1741885642,25
3583784230599,4361631,accessories,Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,XL,Bronze Khaki Green,29.99,29.99,USD,en-US,GB-R5-U7,13,simond-forclaz-adult-mt500-touchscreen-stretch-backpacking-gloves-335330,https://cdn.shopify.com/s/files/1/1330/6287/files/8655827-product_image-p2264339.jpg?v=1741885642,25
3583784230605,4361621,accessories,Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,M,Steel Blue,29.99,29.99,USD,en-US,ACC-01,16,simond-forclaz-adult-mt500-touchscreen-stretch-backpacking-gloves-335330,https://cdn.shopify.com/s/files/1/1330/6287/files/8655827-product_image-p2264339.jpg?v=1741885642,25
3583784230612,4361622,accessories,Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,L,Steel Blue,29.99,29.99,USD,en-US,ACC-02,11,simond-forclaz-adult-mt500-touchscreen-stretch-backpacking-gloves-335330,https://cdn.shopify.com/s/files/1/1330/6287/files/8655827-product_image-p2264339.jpg?v=1741885642,25
3583784230629,4361623,accessories,Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,XL,Steel Blue,29.99,29.99,USD,en-US,ACC-03,20,simond-forclaz-adult-mt500-touchscreen-stretch-backpacking-gloves-335330,https://cdn.shopify.com/s/files/1/1330/6287/files/8655827-product_image-p2264339.jpg?v=1741885642,25
3583784230636,4361624,accessories,Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,2XL,Steel Blue,29.99,29.99,USD,en-US,ACC-04,11,simond-forclaz-adult-mt500-touchscreen-stretch-backpacking-gloves-335330,https://cdn.shopify.com/s/files/1/1330/6287/files/8655827-product_image-p2264339.jpg?v=1741885642,25
3583784230704,4361632,accessories,Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,Forclaz Adult MT500 Touchscreen Stretch Backpacking Gloves,2XL,Bronze Khaki Green,29.99,29.99,USD,en-US,CO-IR,21,simond-forclaz-adult-mt500-touchscreen-stretch-backpacking-gloves-335330,https://cdn.shopify.com/s/files/1/1330/6287/files/8655827-product_image-p2264339.jpg?v=1741885642,25
3583784234856,4557025,apparel,Parka,Quechua Women's NH900 Waterproof Parka,Quechua Women's NH900 Waterproof Parka,XS,Linen,229.00,229.0,USD,en-US,GB-R4-U7,16,quechua-womens-sh900-waterproof-parka-340412-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8755570-product_image-p2718206.jpg?v=1755549509,16
3583784234863,4557026,apparel,Parka,Quechua Women's NH900 Waterproof Parka,Quechua Women's NH900 Waterproof Parka,S,Linen,229.00,229.0,USD,en-US,FR-01,21,quechua-womens-sh900-waterproof-parka-340412-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8755570-product_image-p2718206.jpg?v=1755549509,16
3583784234870,4557027,apparel,Parka,Quechua Women's NH900 Waterproof Parka,Quechua Women's NH900 Waterproof Parka,M,Linen,229.00,229.0,USD,en-US,FR-02,16,quechua-womens-sh900-waterproof-parka-340412-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8755570-product_image-p2718206.jpg?v=1755549509,16
3583784234887,4557028,apparel,Parka,Quechua Women's NH900 Waterproof Parka,Quechua Women's NH900 Waterproof Parka,L,Linen,229.00,229.0,USD,en-US,FR-03,13,quechua-womens-sh900-waterproof-parka-340412-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8755570-product_image-p2718206.jpg?v=1755549509,16
3583784234894,4557029,apparel,Parka,Quechua Women's NH900 Waterproof Parka,Quechua Women's NH900 Waterproof Parka,XL,Linen,229.00,229.0,USD,en-US,FR-04,16,quechua-womens-sh900-waterproof-parka-340412-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8755570-product_image-p2718206.jpg?v=1755549509,16
3583784236409,4557030,apparel,Parka,Quechua Women's NH900 Waterproof Parka,Quechua Women's NH900 Waterproof Parka,2XL,Linen,229.00,229.0,USD,en-US,GF-R1-U1,19,quechua-womens-sh900-waterproof-parka-340412-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8755570-product_image-p2718206.jpg?v=1755549509,16
3583784239431,4010359,apparel,Trousers/pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,W29 L33,Bronze Khaki Green,89.99,89.99,USD,en-US,GF-R1-U2,12,quechua-mens-warm-water-repellent-snow-hiking-pants-sh500-mountain-324677-fw25-1-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8582604-product_image-p2294472.jpg?v=1755621470,4
3583784239448,4010361,apparel,Trousers/pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,W31 L33,Bronze Khaki Green,89.99,89.99,USD,en-US,GF-R1-U3,20,quechua-mens-warm-water-repellent-snow-hiking-pants-sh500-mountain-324677-fw25-1-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8582604-product_image-p2294472.jpg?v=1755621470,4
3583784239455,4010363,apparel,Trousers/pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,W33 L33,Bronze Khaki Green,89.99,89.99,USD,en-US,GF-R1-U4,15,quechua-mens-warm-water-repellent-snow-hiking-pants-sh500-mountain-324677-fw25-1-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8582604-product_image-p2294472.jpg?v=1755621470,4
3583784239462,4010365,apparel,Trousers/pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,W34 L34,Bronze Khaki Green,89.99,89.99,USD,en-US,GF-R1-U5,20,quechua-mens-warm-water-repellent-snow-hiking-pants-sh500-mountain-324677-fw25-1-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8582604-product_image-p2294472.jpg?v=1755621470,4
3583784239479,4010367,apparel,Trousers/pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,W36 L34,Bronze Khaki Green,89.99,89.99,USD,en-US,GF-R1-U6,19,quechua-mens-warm-water-repellent-snow-hiking-pants-sh500-mountain-324677-fw25-1-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8582604-product_image-p2294472.jpg?v=1755621470,4
3583784239486,4010369,apparel,Trousers/pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,W39 L34,Bronze Khaki Green,89.99,89.99,USD,en-US,GF-R1-U7,19,quechua-mens-warm-water-repellent-snow-hiking-pants-sh500-mountain-324677-fw25-1-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8582604-product_image-p2294472.jpg?v=1755621470,4
3583784239493,4010371,apparel,Trousers/pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,W42 L34,Bronze Khaki Green,89.99,89.99,USD,en-US,GF-R2-U1,16,quechua-mens-warm-water-repellent-snow-hiking-pants-sh500-mountain-324677-fw25-1-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8582604-product_image-p2294472.jpg?v=1755621470,4
3583784240703,4598045,apparel,Trousers/pants,Quechua Men's NH500 Water Repellent Ventilated Hiking Pants,Quechua Men's NH500 Water Repellent Ventilated Hiking Pants,W29 L33,Graphite Grey,119.00,119.0,USD,en-US,GF-R2-U2,14,quechua-mens-warm-water-repellent-ventilated-hiking-pants-sh500-mountain-ventil-341877-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8751586-product_image-p2583210.jpg?v=1755549664,7
3583784240710,4598047,apparel,Trousers/pants,Quechua Men's NH500 Water Repellent Ventilated Hiking Pants,Quechua Men's NH500 Water Repellent Ventilated Hiking Pants,W31 L33,Graphite Grey,119.00,119.0,USD,en-US,GF-R2-U3,15,quechua-mens-warm-water-repellent-ventilated-hiking-pants-sh500-mountain-ventil-341877-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8751586-product_image-p2583210.jpg?v=1755549664,7
3583784240727,4598049,apparel,Trousers/pants,Quechua Men's NH500 Water Repellent Ventilated Hiking Pants,Quechua Men's NH500 Water Repellent Ventilated Hiking Pants,W33 L33,Graphite Grey,119.00,119.0,USD,en-US,GF-R2-U4,12,quechua-mens-warm-water-repellent-ventilated-hiking-pants-sh500-mountain-ventil-341877-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8751586-product_image-p2583210.jpg?v=1755549664,7
3583784240734,4598051,apparel,Trousers/pants,Quechua Men's NH500 Water Repellent Ventilated Hiking Pants,Quechua Men's NH500 Water Repellent Ventilated Hiking Pants,W34 L34,Graphite Grey,119.00,119.0,USD,en-US,GF-R2-U5,18,quechua-mens-warm-water-repellent-ventilated-hiking-pants-sh500-mountain-ventil-341877-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8751586-product_image-p2583210.jpg?v=1755549664,7
3583784240741,4598053,apparel,Trousers/pants,Quechua Men's NH500 Water Repellent Ventilated Hiking Pants,Quechua Men's NH500 Water Repellent Ventilated Hiking Pants,W36 L34,Graphite Grey,119.00,119.0,USD,en-US,GF-R2-U6,16,quechua-mens-warm-water-repellent-ventilated-hiking-pants-sh500-mountain-ventil-341877-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8751586-product_image-p2583210.jpg?v=1755549664,7
3583784240758,4598055,apparel,Trousers/pants,Quechua Men's NH500 Water Repellent Ventilated Hiking Pants,Quechua Men's NH500 Water Repellent Ventilated Hiking Pants,W39 L34,Graphite Grey,119.00,119.0,USD,en-US,GF-R2-U7,13,quechua-mens-warm-water-repellent-ventilated-hiking-pants-sh500-mountain-ventil-341877-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8751586-product_image-p2583210.jpg?v=1755549664,7
3583784240765,4598057,apparel,Trousers/pants,Quechua Men's NH500 Water Repellent Ventilated Hiking Pants,Quechua Men's NH500 Water Repellent Ventilated Hiking Pants,W42 L34,Graphite Grey,119.00,119.0,USD,en-US,GF-R3-U1,19,quechua-mens-warm-water-repellent-ventilated-hiking-pants-sh500-mountain-ventil-341877-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8751586-product_image-p2583210.jpg?v=1755549664,7
3583784241786,4681655,apparel,Down jacket,Forclaz Women's MT100 Down Puffer Vest,Forclaz Women's MT100 Down Puffer Vest,M,White,55.00,55.0,USD,en-US,GF-R3-U2,15,forclaz-womens-mt100-down-puffer-vest-169342,https://cdn.shopify.com/s/files/1/1330/6287/files/8397279-product_image-p2607120.jpg?v=1712056459,18
3583784241793,4681656,apparel,Down jacket,Forclaz Women's MT100 Down Puffer Vest,Forclaz Women's MT100 Down Puffer Vest,L,White,55.00,55.0,USD,en-US,GF-R3-U3,13,forclaz-womens-mt100-down-puffer-vest-169342,https://cdn.shopify.com/s/files/1/1330/6287/files/8397279-product_image-p2607120.jpg?v=1712056459,18
3583784242004,4681657,apparel,Down jacket,Forclaz Women's MT100 Down Puffer Vest,Forclaz Women's MT100 Down Puffer Vest,XL,White,55.00,55.0,USD,en-US,GF-R3-U4,12,forclaz-womens-mt100-down-puffer-vest-169342,https://cdn.shopify.com/s/files/1/1330/6287/files/8397279-product_image-p2607120.jpg?v=1712056459,18
3583784242011,4681658,apparel,Down jacket,Forclaz Women's MT100 Down Puffer Vest,Forclaz Women's MT100 Down Puffer Vest,2XL,White,55.00,55.0,USD,en-US,GF-R3-U5,14,forclaz-womens-mt100-down-puffer-vest-169342,https://cdn.shopify.com/s/files/1/1330/6287/files/8397279-product_image-p2607120.jpg?v=1712056459,18
3583784244091,4439712,apparel,Down jacket,Simond Women's MT500 Hooded Down Puffer Jacket,Simond Women's MT500 Hooded Down Puffer Jacket,S,No Dye,125.00,125.0,USD,en-US,GF-R3-U6,10,simond-womens-mt500-hooded-down-puffer-jacket-7862-333323,https://cdn.shopify.com/s/files/1/1330/6287/files/8646583-product_image-p2920936_19f678ea-39fc-412f-905c-0b7226cc4fe0.jpg?v=1757465566,42
3583784244183,4272771,footwear,Shoes,Quechua Men's NH500 Warm Waterproof High Leather Hiking Boots,Quechua Men's NH500 Warm Waterproof High Leather Hiking Boots,6.5,Dark Cinnamon,100.00,100.0,USD,en-US,PE-05,12,quechua-mens-warm-and-waterproof-leather-hiking-boots-sh500-high-332020-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8641979-product_image-p2579575.jpg?v=1755289865,8
3583784244190,4272772,footwear,Shoes,Quechua Men's NH500 Warm Waterproof High Leather Hiking Boots,Quechua Men's NH500 Warm Waterproof High Leather Hiking Boots,7.5,Dark Cinnamon,100.00,100.0,USD,en-US,FB-01,10,quechua-mens-warm-and-waterproof-leather-hiking-boots-sh500-high-332020-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8641979-product_image-p2579575.jpg?v=1755289865,8
3583784244367,4010249,apparel,Trousers/pants,Quechua Women's NH500 Water-Repellent Snow Hiking Pants,Quechua Women's NH500 Water-Repellent Snow Hiking Pants,W26 L30,Asphalt Blue,89.99,89.99,USD,en-US,GF-R3-U7,15,quechua-womens-warm-water-repellent-snow-hiking-pants-sh500-mountain-324683-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8582596-product_image-p2611394.jpg?v=1755561114,24
3583784244374,4010251,apparel,Trousers/pants,Quechua Women's NH500 Water-Repellent Snow Hiking Pants,Quechua Women's NH500 Water-Repellent Snow Hiking Pants,W28 L30,Asphalt Blue,89.99,89.99,USD,en-US,GF-R4-U1,11,quechua-womens-warm-water-repellent-snow-hiking-pants-sh500-mountain-324683-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8582596-product_image-p2611394.jpg?v=1755561114,24
3583784244381,4010253,apparel,Trousers/pants,Quechua Women's NH500 Water-Repellent Snow Hiking Pants,Quechua Women's NH500 Water-Repellent Snow Hiking Pants,W29 L31,Asphalt Blue,89.99,89.99,USD,en-US,GF-R4-U2,18,quechua-womens-warm-water-repellent-snow-hiking-pants-sh500-mountain-324683-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8582596-product_image-p2611394.jpg?v=1755561114,24
3583784244398,4010255,apparel,Trousers/pants,Quechua Women's NH500 Water-Repellent Snow Hiking Pants,Quechua Women's NH500 Water-Repellent Snow Hiking Pants,W31 L31,Asphalt Blue,89.99,89.99,USD,en-US,GF-R4-U3,17,quechua-womens-warm-water-repellent-snow-hiking-pants-sh500-mountain-324683-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8582596-product_image-p2611394.jpg?v=1755561114,24
3583784245609,4272773,footwear,Shoes,Quechua Men's NH500 Warm Waterproof High Leather Hiking Boots,Quechua Men's NH500 Warm Waterproof High Leather Hiking Boots,8,Dark Cinnamon,100.00,100.0,USD,en-US,GA-01,12,quechua-mens-warm-and-waterproof-leather-hiking-boots-sh500-high-332020-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8641979-product_image-p2579575.jpg?v=1755289865,8
