style_color_size,style_no,brand,brand_name,year,season,season_name,item,item_name,classification_key,serial,division,color,color_name,color_ko,family,swatch,size
T221SH030P51100,T221SH030P,T,TBJ,22,1,SPRING,SH,WOVEN SHIRT,woven.sh,030,P,51,GREEN,그린,Green,#3f7d3a,100
T221SH030P51105,T221SH030P,T,TBJ,22,1,SPRING,SH,WOVEN SHIRT,woven.sh,030,P,51,GREEN,그린,Green,#3f7d3a,105
T221SH030P51F,T221SH030P,T,TBJ,22,1,SPRING,SH,WOVEN SHIRT,woven.sh,030,P,51,GREEN,그린,Green,#3f7d3a,F
T221PT031P0028,T221PT031P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,031,P,00,WHITE,화이트,White,#f5f5f5,28
T221PT031P0030,T221PT031P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,031,P,00,WHITE,화이트,White,#f5f5f5,30
T221PT031P0032,T221PT031P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,031,P,00,WHITE,화이트,White,#f5f5f5,32
T221PT031P0034,T221PT031P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,031,P,00,WHITE,화이트,White,#f5f5f5,34
T221PT031P0036,T221PT031P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,031,P,00,WHITE,화이트,White,#f5f5f5,36
T221PT031P00F,T221PT031P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,031,P,00,WHITE,화이트,White,#f5f5f5,F
T221PT032P0628,T221PT032P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,032,P,06,NAVY,네이비,Blue,#1f4e8c,28
T221PT032P0630,T221PT032P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,032,P,06,NAVY,네이비,Blue,#1f4e8c,30
T221PT032P0632,T221PT032P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,032,P,06,NAVY,네이비,Blue,#1f4e8c,32
T221PT032P0634,T221PT032P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,032,P,06,NAVY,네이비,Blue,#1f4e8c,34
T221PT032P0636,T221PT032P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,032,P,06,NAVY,네이비,Blue,#1f4e8c,36
T221PT032P06F,T221PT032P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,032,P,06,NAVY,네이비,Blue,#1f4e8c,F
T221PT033P1928,T221PT033P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,033,P,19,BLACK,블랙,Black,#1a1a1a,28
T221PT033P1930,T221PT033P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,033,P,19,BLACK,블랙,Black,#1a1a1a,30
T221PT033P1932,T221PT033P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,033,P,19,BLACK,블랙,Black,#1a1a1a,32
T221PT033P1934,T221PT033P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,033,P,19,BLACK,블랙,Black,#1a1a1a,34
T221PT033P1936,T221PT033P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,033,P,19,BLACK,블랙,Black,#1a1a1a,36
T221PT033P19F,T221PT033P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,033,P,19,BLACK,블랙,Black,#1a1a1a,F
T221PT034P1228,T221PT034P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,034,P,12,GREY,그레이,Gray,#808080,28
T221PT034P1230,T221PT034P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,034,P,12,GREY,그레이,Gray,#808080,30
T221PT034P1232,T221PT034P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,034,P,12,GREY,그레이,Gray,#808080,32
T221PT034P1234,T221PT034P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,034,P,12,GREY,그레이,Gray,#808080,34
T221PT034P1236,T221PT034P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,034,P,12,GREY,그레이,Gray,#808080,36
T221PT034P12F,T221PT034P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,034,P,12,GREY,그레이,Gray,#808080,F
T221PT035P3128,T221PT035P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,035,P,31,PINK,핑크,Pink,#e84d8a,28
T221PT035P3130,T221PT035P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,035,P,31,PINK,핑크,Pink,#e84d8a,30
T221PT035P3132,T221PT035P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,035,P,31,PINK,핑크,Pink,#e84d8a,32
T221PT035P3134,T221PT035P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,035,P,31,PINK,핑크,Pink,#e84d8a,34
T221PT035P3136,T221PT035P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,035,P,31,PINK,핑크,Pink,#e84d8a,36
T221PT035P31F,T221PT035P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,035,P,31,PINK,핑크,Pink,#e84d8a,F
T221PT036P5128,T221PT036P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,036,P,51,GREEN,그린,Green,#3f7d3a,28
T221PT036P5130,T221PT036P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,036,P,51,GREEN,그린,Green,#3f7d3a,30
T221PT036P5132,T221PT036P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,036,P,51,GREEN,그린,Green,#3f7d3a,32
T221PT036P5134,T221PT036P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,036,P,51,GREEN,그린,Green,#3f7d3a,34
T221PT036P5136,T221PT036P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,036,P,51,GREEN,그린,Green,#3f7d3a,36
T221PT036P51F,T221PT036P,T,TBJ,22,1,SPRING,PT,WOVEN PANTS,woven.pt,036,P,51,GREEN,그린,Green,#3f7d3a,F
T221OP037P0085,T221OP037P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,037,P,00,WHITE,화이트,White,#f5f5f5,85
T221OP037P0090,T221OP037P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,037,P,00,WHITE,화이트,White,#f5f5f5,90
T221OP037P0095,T221OP037P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,037,P,00,WHITE,화이트,White,#f5f5f5,95
T221OP037P00100,T221OP037P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,037,P,00,WHITE,화이트,White,#f5f5f5,100
T221OP037P00105,T221OP037P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,037,P,00,WHITE,화이트,White,#f5f5f5,105
T221OP037P00F,T221OP037P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,037,P,00,WHITE,화이트,White,#f5f5f5,F
T221OP038P0685,T221OP038P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,038,P,06,NAVY,네이비,Blue,#1f4e8c,85
T221OP038P0690,T221OP038P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,038,P,06,NAVY,네이비,Blue,#1f4e8c,90
T221OP038P0695,T221OP038P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,038,P,06,NAVY,네이비,Blue,#1f4e8c,95
T221OP038P06100,T221OP038P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,038,P,06,NAVY,네이비,Blue,#1f4e8c,100
T221OP038P06105,T221OP038P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,038,P,06,NAVY,네이비,Blue,#1f4e8c,105
T221OP038P06F,T221OP038P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,038,P,06,NAVY,네이비,Blue,#1f4e8c,F
T221OP039P1985,T221OP039P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,039,P,19,BLACK,블랙,Black,#1a1a1a,85
T221OP039P1990,T221OP039P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,039,P,19,BLACK,블랙,Black,#1a1a1a,90
T221OP039P1995,T221OP039P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,039,P,19,BLACK,블랙,Black,#1a1a1a,95
T221OP039P19100,T221OP039P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,039,P,19,BLACK,블랙,Black,#1a1a1a,100
T221OP039P19105,T221OP039P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,039,P,19,BLACK,블랙,Black,#1a1a1a,105
T221OP039P19F,T221OP039P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,039,P,19,BLACK,블랙,Black,#1a1a1a,F
T221OP040P1285,T221OP040P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,040,P,12,GREY,그레이,Gray,#808080,85
T221OP040P1290,T221OP040P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,040,P,12,GREY,그레이,Gray,#808080,90
T221OP040P1295,T221OP040P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,040,P,12,GREY,그레이,Gray,#808080,95
T221OP040P12100,T221OP040P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,040,P,12,GREY,그레이,Gray,#808080,100
T221OP040P12105,T221OP040P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,040,P,12,GREY,그레이,Gray,#808080,105
T221OP040P12F,T221OP040P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,040,P,12,GREY,그레이,Gray,#808080,F
T221OP041P3185,T221OP041P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,041,P,31,PINK,핑크,Pink,#e84d8a,85
T221OP041P3190,T221OP041P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,041,P,31,PINK,핑크,Pink,#e84d8a,90
T221OP041P3195,T221OP041P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,041,P,31,PINK,핑크,Pink,#e84d8a,95
T221OP041P31100,T221OP041P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,041,P,31,PINK,핑크,Pink,#e84d8a,100
T221OP041P31105,T221OP041P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,041,P,31,PINK,핑크,Pink,#e84d8a,105
T221OP041P31F,T221OP041P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,041,P,31,PINK,핑크,Pink,#e84d8a,F
T221OP042P5185,T221OP042P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,042,P,51,GREEN,그린,Green,#3f7d3a,85
T221OP042P5190,T221OP042P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,042,P,51,GREEN,그린,Green,#3f7d3a,90
T221OP042P5195,T221OP042P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,042,P,51,GREEN,그린,Green,#3f7d3a,95
T221OP042P51100,T221OP042P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,042,P,51,GREEN,그린,Green,#3f7d3a,100
T221OP042P51105,T221OP042P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,042,P,51,GREEN,그린,Green,#3f7d3a,105
T221OP042P51F,T221OP042P,T,TBJ,22,1,SPRING,OP,WOVEN ONE PIECE,woven.op,042,P,51,GREEN,그린,Green,#3f7d3a,F
T221KC043P0085,T221KC043P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,043,P,00,WHITE,화이트,White,#f5f5f5,85
T221KC043P0090,T221KC043P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,043,P,00,WHITE,화이트,White,#f5f5f5,90
T221KC043P0095,T221KC043P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,043,P,00,WHITE,화이트,White,#f5f5f5,95
T221KC043P00100,T221KC043P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,043,P,00,WHITE,화이트,White,#f5f5f5,100
T221KC043P00105,T221KC043P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,043,P,00,WHITE,화이트,White,#f5f5f5,105
T221KC043P00F,T221KC043P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,043,P,00,WHITE,화이트,White,#f5f5f5,F
T221KC044P0685,T221KC044P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,044,P,06,NAVY,네이비,Blue,#1f4e8c,85
T221KC044P0690,T221KC044P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,044,P,06,NAVY,네이비,Blue,#1f4e8c,90
T221KC044P0695,T221KC044P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,044,P,06,NAVY,네이비,Blue,#1f4e8c,95
T221KC044P06100,T221KC044P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,044,P,06,NAVY,네이비,Blue,#1f4e8c,100
T221KC044P06105,T221KC044P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,044,P,06,NAVY,네이비,Blue,#1f4e8c,105
T221KC044P06F,T221KC044P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,044,P,06,NAVY,네이비,Blue,#1f4e8c,F
T221KC045P1985,T221KC045P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,045,P,19,BLACK,블랙,Black,#1a1a1a,85
T221KC045P1990,T221KC045P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,045,P,19,BLACK,블랙,Black,#1a1a1a,90
T221KC045P1995,T221KC045P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,045,P,19,BLACK,블랙,Black,#1a1a1a,95
T221KC045P19100,T221KC045P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,045,P,19,BLACK,블랙,Black,#1a1a1a,100
T221KC045P19105,T221KC045P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,045,P,19,BLACK,블랙,Black,#1a1a1a,105
T221KC045P19F,T221KC045P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,045,P,19,BLACK,블랙,Black,#1a1a1a,F
T221KC046P1285,T221KC046P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,046,P,12,GREY,그레이,Gray,#808080,85
T221KC046P1290,T221KC046P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,046,P,12,GREY,그레이,Gray,#808080,90
T221KC046P1295,T221KC046P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,046,P,12,GREY,그레이,Gray,#808080,95
T221KC046P12100,T221KC046P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,046,P,12,GREY,그레이,Gray,#808080,100
T221KC046P12105,T221KC046P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,046,P,12,GREY,그레이,Gray,#808080,105
T221KC046P12F,T221KC046P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,046,P,12,GREY,그레이,Gray,#808080,F
T221KC047P3185,T221KC047P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,047,P,31,PINK,핑크,Pink,#e84d8a,85
T221KC047P3190,T221KC047P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,047,P,31,PINK,핑크,Pink,#e84d8a,90
T221KC047P3195,T221KC047P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,047,P,31,PINK,핑크,Pink,#e84d8a,95
T221KC047P31100,T221KC047P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,047,P,31,PINK,핑크,Pink,#e84d8a,100
T221KC047P31105,T221KC047P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,047,P,31,PINK,핑크,Pink,#e84d8a,105
T221KC047P31F,T221KC047P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,047,P,31,PINK,핑크,Pink,#e84d8a,F
T221KC048P5185,T221KC048P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,048,P,51,GREEN,그린,Green,#3f7d3a,85
T221KC048P5190,T221KC048P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,048,P,51,GREEN,그린,Green,#3f7d3a,90
T221KC048P5195,T221KC048P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,048,P,51,GREEN,그린,Green,#3f7d3a,95
T221KC048P51100,T221KC048P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,048,P,51,GREEN,그린,Green,#3f7d3a,100
T221KC048P51105,T221KC048P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,048,P,51,GREEN,그린,Green,#3f7d3a,105
T221KC048P51F,T221KC048P,T,TBJ,22,1,SPRING,KC,KNIT CARDIGAN,knit.kc,048,P,51,GREEN,그린,Green,#3f7d3a,F
T221KT049P0085,T221KT049P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,049,P,00,WHITE,화이트,White,#f5f5f5,85
T221KT049P0090,T221KT049P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,049,P,00,WHITE,화이트,White,#f5f5f5,90
T221KT049P0095,T221KT049P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,049,P,00,WHITE,화이트,White,#f5f5f5,95
T221KT049P00100,T221KT049P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,049,P,00,WHITE,화이트,White,#f5f5f5,100
T221KT049P00105,T221KT049P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,049,P,00,WHITE,화이트,White,#f5f5f5,105
T221KT049P00F,T221KT049P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,049,P,00,WHITE,화이트,White,#f5f5f5,F
T221KT050P0685,T221KT050P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,050,P,06,NAVY,네이비,Blue,#1f4e8c,85
T221KT050P0690,T221KT050P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,050,P,06,NAVY,네이비,Blue,#1f4e8c,90
T221KT050P0695,T221KT050P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,050,P,06,NAVY,네이비,Blue,#1f4e8c,95
T221KT050P06100,T221KT050P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,050,P,06,NAVY,네이비,Blue,#1f4e8c,100
T221KT050P06105,T221KT050P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,050,P,06,NAVY,네이비,Blue,#1f4e8c,105
T221KT050P06F,T221KT050P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,050,P,06,NAVY,네이비,Blue,#1f4e8c,F
T221KT051P1985,T221KT051P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,051,P,19,BLACK,블랙,Black,#1a1a1a,85
T221KT051P1990,T221KT051P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,051,P,19,BLACK,블랙,Black,#1a1a1a,90
T221KT051P1995,T221KT051P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,051,P,19,BLACK,블랙,Black,#1a1a1a,95
T221KT051P19100,T221KT051P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,051,P,19,BLACK,블랙,Black,#1a1a1a,100
T221KT051P19105,T221KT051P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,051,P,19,BLACK,블랙,Black,#1a1a1a,105
T221KT051P19F,T221KT051P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,051,P,19,BLACK,블랙,Black,#1a1a1a,F
T221KT052P1285,T221KT052P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,052,P,12,GREY,그레이,Gray,#808080,85
T221KT052P1290,T221KT052P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,052,P,12,GREY,그레이,Gray,#808080,90
T221KT052P1295,T221KT052P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,052,P,12,GREY,그레이,Gray,#808080,95
T221KT052P12100,T221KT052P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,052,P,12,GREY,그레이,Gray,#808080,100
T221KT052P12105,T221KT052P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,052,P,12,GREY,그레이,Gray,#808080,105
T221KT052P12F,T221KT052P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,052,P,12,GREY,그레이,Gray,#808080,F
T221KT053P3185,T221KT053P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,053,P,31,PINK,핑크,Pink,#e84d8a,85
T221KT053P3190,T221KT053P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,053,P,31,PINK,핑크,Pink,#e84d8a,90
T221KT053P3195,T221KT053P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,053,P,31,PINK,핑크,Pink,#e84d8a,95
T221KT053P31100,T221KT053P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,053,P,31,PINK,핑크,Pink,#e84d8a,100
T221KT053P31105,T221KT053P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,053,P,31,PINK,핑크,Pink,#e84d8a,105
T221KT053P31F,T221KT053P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,053,P,31,PINK,핑크,Pink,#e84d8a,F
T221KT054P5185,T221KT054P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,054,P,51,GREEN,그린,Green,#3f7d3a,85
T221KT054P5190,T221KT054P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,054,P,51,GREEN,그린,Green,#3f7d3a,90
T221KT054P5195,T221KT054P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,054,P,51,GREEN,그린,Green,#3f7d3a,95
T221KT054P51100,T221KT054P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,054,P,51,GREEN,그린,Green,#3f7d3a,100
T221KT054P51105,T221KT054P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,054,P,51,GREEN,그린,Green,#3f7d3a,105
T221KT054P51F,T221KT054P,T,TBJ,22,1,SPRING,KT,KNIT P/OVER,knit.kt,054,P,51,GREEN,그린,Green,#3f7d3a,F
T221TS055P0085,T221TS055P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,055,P,00,WHITE,화이트,White,#f5f5f5,85
T221TS055P0090,T221TS055P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,055,P,00,WHITE,화이트,White,#f5f5f5,90
T221TS055P0095,T221TS055P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,055,P,00,WHITE,화이트,White,#f5f5f5,95
T221TS055P00100,T221TS055P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,055,P,00,WHITE,화이트,White,#f5f5f5,100
T221TS055P00105,T221TS055P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,055,P,00,WHITE,화이트,White,#f5f5f5,105
T221TS055P00F,T221TS055P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,055,P,00,WHITE,화이트,White,#f5f5f5,F
T221TS056P0685,T221TS056P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,056,P,06,NAVY,네이비,Blue,#1f4e8c,85
T221TS056P0690,T221TS056P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,056,P,06,NAVY,네이비,Blue,#1f4e8c,90
T221TS056P0695,T221TS056P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,056,P,06,NAVY,네이비,Blue,#1f4e8c,95
T221TS056P06100,T221TS056P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,056,P,06,NAVY,네이비,Blue,#1f4e8c,100
T221TS056P06105,T221TS056P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,056,P,06,NAVY,네이비,Blue,#1f4e8c,105
T221TS056P06F,T221TS056P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,056,P,06,NAVY,네이비,Blue,#1f4e8c,F
T221TS057P1985,T221TS057P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,057,P,19,BLACK,블랙,Black,#1a1a1a,85
T221TS057P1990,T221TS057P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,057,P,19,BLACK,블랙,Black,#1a1a1a,90
T221TS057P1995,T221TS057P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,057,P,19,BLACK,블랙,Black,#1a1a1a,95
T221TS057P19100,T221TS057P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,057,P,19,BLACK,블랙,Black,#1a1a1a,100
T221TS057P19105,T221TS057P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,057,P,19,BLACK,블랙,Black,#1a1a1a,105
T221TS057P19F,T221TS057P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,057,P,19,BLACK,블랙,Black,#1a1a1a,F
T221TS058P1285,T221TS058P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,058,P,12,GREY,그레이,Gray,#808080,85
T221TS058P1290,T221TS058P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,058,P,12,GREY,그레이,Gray,#808080,90
T221TS058P1295,T221TS058P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,058,P,12,GREY,그레이,Gray,#808080,95
T221TS058P12100,T221TS058P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,058,P,12,GREY,그레이,Gray,#808080,100
T221TS058P12105,T221TS058P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,058,P,12,GREY,그레이,Gray,#808080,105
T221TS058P12F,T221TS058P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,058,P,12,GREY,그레이,Gray,#808080,F
T221TS059P3185,T221TS059P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,059,P,31,PINK,핑크,Pink,#e84d8a,85
T221TS059P3190,T221TS059P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,059,P,31,PINK,핑크,Pink,#e84d8a,90
T221TS059P3195,T221TS059P,T,TBJ,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,059,P,31,PINK,핑크,Pink,#e84d8a,95
